3	0	3	-1.32273e-17	-4.33681e-18	1.39201e-17
2.84801	0.940856	2.9994	1.50924e-17	1.74084e-17	2.30398e-17
2.40769	1.78566	2.99759	1.95023e-17	2.8563e-17	3.45859e-17
1.7243	2.44832	2.99458	2.49047e-17	1.3061e-17	2.81217e-17
0.868058	2.86161	2.99037	-8.6988e-18	2.13713e-18	8.95748e-18
-0.0732546	2.98406	2.98496	-4.50098e-17	8.496e-19	4.50178e-17
-1.00338	2.80425	2.97835	-4.70038e-17	-9.01924e-18	4.78613e-17
-1.82758	2.34183	2.97056	1.57221e-17	1.50584e-17	2.17701e-17
-2.46246	1.64536	2.96157	-4.30173e-18	-6.56523e-18	7.84902e-18
-2.84449	0.787177	2.9514	-1.39203e-17	6.15993e-17	6.31526e-17
-2.93652	-0.144262	2.94006	3.53109e-18	6.2614e-17	6.27135e-17
-2.73139	-1.05361	2.92755	1.00699e-17	5.17905e-17	5.27604e-17
-2.25246	-1.84855	2.91388	1	-4.33681e-17	0
-1.55099	-2.44928	2.89906	1	-1.29671e-16	0
-0.700533	-2.79669	2.88309	1	-4.33681e-17	1.11022e-16
0.210835	-2.85822	2.86599	-5.11306e-17	-1.70733e-17	5.39058e-17
1.08979	-2.63099	2.84776	1.85659e-18	-8.0952e-18	8.30537e-18
1.84745	-2.1417	2.82842	-3.39003e-17	-2.39691e-17	4.1518e-17
2.40848	-1.44359	2.80798	-5.65232e-18	-9.14039e-17	9.15785e-17
2.71874	-0.610514	2.78645	-1.22642e-17	-9.78419e-18	1.56889e-17
2.75053	0.270904	2.76384	1.51528e-17	1.73029e-17	2.29999e-17
2.50509	1.11043	2.74017	2.29472e-17	4.49504e-19	2.29516e-17
2.01202	1.82359	2.71546	4.35254e-17	4.56657e-17	6.30858e-17
1.32575	2.34028	2.68971	-2.96116e-18	-6.80516e-18	7.4215e-18
0.519514	2.61177	2.66294	2.11026e-18	-4.55213e-19	2.1588e-18
-0.322573	2.61535	2.63517	7.96632e-18	-1.15148e-17	1.40019e-17
-1.11439	2.35617	2.60642	-1.73186e-18	-3.27832e-17	3.28289e-17
-1.77673	1.86616	2.57669	8.24542e-18	-8.34499e-18	1.17314e-17
-2.24539	1.20019	2.54602	-4.61237e-17	-1.44188e-16	1.51386e-16
-2.4774	0.42987	2.51442	-1.10983e-17	-1.70137e-16	1.70498e-16
-2.45504	-0.364171	2.4819	-5.98884e-17	-1.52678e-16	1.64003e-16
-2.18705	-1.10087	2.44849	-1.35278e-17	8.15087e-18	1.57936e-17
-1.70711	-1.70711	2.41421	1.91887e-18	9.5237e-18	9.71509e-18
-1.06966	-2.12505	2.37908	-9.04169e-18	4.03905e-18	9.90283e-18
-0.343807	-2.31776	2.34312	4.50308e-18	-7.61194e-18	8.84417e-18
0.394297	-2.27239	2.30635	5.00045e-18	-4.68064e-18	6.84929e-18
1.0695	-2.00089	2.26879	2.22961e-17	1.11863e-18	2.23241e-17
1.61541	-1.53799	2.23046	1.39383e-17	8.82438e-18	1.64968e-17
1.981	-0.936944	2.1914	3.18864e-18	7.33696e-18	7.9999e-18
2.13544	-0.263381	2.15162	5.21512e-18	9.47815e-18	1.08182e-17
2.07058	0.411863	2.11114	-9.36157e-19	-1.24299e-17	1.24651e-17
1.80108	1.0203	2.07	-3.6373e-19	8.9482e-18	8.95559e-18
1.36206	1.5028	2.02821	8.61633e-18	-1.20432e-17	1.48081e-17
0.804727	1.81543	1.9858	-5.49218e-18	2.71687e-18	6.12743e-18
0.190427	1.93344	1.94279	-1.62724e-17	-1.44045e-17	2.1732e-17
-0.416122	1.85308	1.89922	-8.85812e-18	2.0973e-17	2.27669e-17
-0.953717	1.59118	1.85511	-8.55143e-18	2.72443e-17	2.85548e-17
-1.37091	1.18256	1.81048	-1.23831e-17	7.95542e-18	1.47183e-17
-1.63099	0.675577	1.76537	2.1676e-18	-3.27745e-18	3.92939e-18
-1.71513	0.126516	1.71979	2.43837e-17	7.57029e-18	2.55318e-17
-1.62362	-0.406695	1.67378	5.46202e-18	-1.79361e-17	1.87493e-17
-1.37488	-0.870636	1.62736	-7.83616e-18	2.28645e-18	8.16292e-18
-1.0027	-1.2218	1.58057	8.09632e-18	-5.58075e-18	9.83337e-18
-0.551872	-1.43067	1.53343	-3.9091e-18	2.34247e-17	2.37486e-17
-0.0729126	-1.48417	1.48596	2.35202e-17	1.50556e-17	2.79262e-17
0.383587	-1.38611	1.4382	7.15112e-18	-1.08905e-17	1.30285e-17
0.772343	-1.15589	1.39018	1.55195e-17	-5.04236e-18	1.63181e-17
1.0579	-0.825594	1.34192	7.34972e-18	-1.36429e-17	1.54967e-17
