0	0	0
3.92157	1.61057	0
7.84314	0.382201	0
11.7647	1.96447	0
15.6863	0.72369	0
19.6078	-0.591062	0
23.5294	0.923086	0
27.451	-0.422863	0
31.3725	0.965299	0
35.2941	2.40893	0
39.2157	0.925384	0
43.1373	2.22997	0
47.0588	0.761446	0
50.9804	-0.874942	0
54.902	0.385265	0
58.8235	-1.19121	0
62.7451	-0.0650419	0
66.6667	1.2485	0
70.5882	-0.376647	0
74.5098	0.832321	0
78.4314	-0.616555	0
82.3529	-2.27284	0
86.2745	-0.923856	0
90.1961	-2.35634	0
94.1176	-1.104	0
98.0392	0.467811	0
101.961	-0.923376	0
105.882	0.534339	0
109.804	-0.591128	0
113.725	-2.01719	0
117.647	-0.394415	0
121.569	-1.56612	0
125.49	-0.147289	0
129.412	1.64647	0
133.333	0.379583	0
137.255	1.90327	0
141.176	0.856053	0
145.098	-0.639219	0
149.02	0.913105	0
152.941	-0.36965	0
156.863	0.826812	0
160.784	2.45274	0
164.706	0.936461	0
168.627	2.17879	0
172.549	0.905846	0
176.471	-0.908793	0
180.392	0.384242	0
184.314	-1.1258	0
188.235	-0.194542	0
192.157	1.29689	0
196.078	-0.358394	0
200	0.781703	0
203.922	-0.472341	0
207.843	-2.30666	0
211.765	-0.931856	0
215.686	-2.29573	0
219.608	-1.24176	0
223.529	0.503752	0
227.451	-0.91401	0
231.373	0.469848	0
235.294	-0.459533	0
239.216	-2.0607	0
243.137	-0.416172	0
247.059	-1.51393	0
250.98	-0.293409	0
254.902	1.6731	0
258.824	0.386495	0
262.745	1.83441	0
266.667	0.987052	0
270.588	-0.678102	0
274.51	0.893512	0
278.431	-0.308997	0
282.353	0.689707	0
286.275	2.48704	0
290.196	0.956992	0
294.118	2.12015	0
298.039	1.04859	0
301.961	-0.933185	0
305.882	0.373684	0
309.804	-1.05311	0
313.725	-0.322296	0
317.647	1.33573	0
321.569	-0.33063	0
325.49	0.723942	0
329.412	-0.329965	0
333.333	-2.33076	0
337.255	-0.949246	0
341.176	-2.22798	0
345.098	-1.3774	0
349.02	0.530032	0
352.941	-0.89514	0
356.863	0.398461	0
360.784	-0.330063	0
364.706	-2.09436	0
368.627	-0.447307	0
372.549	-1.45488	0
376.471	-0.437207	0
380.392	1.68983	0
384.314	0.402759	0
388.235	1.75878	0
392.157	1.11553	0
396.078	-0.707092	0
400	0.864502	0
403.922	-0.241804	0
407.843	0.555134	0
411.765	2.51125	0
415.686	0.986769	0
419.608	2.05494	0
423.529	1.18853	0
427.451	-0.947527	0
431.373	0.353815	0
435.294	-0.974054	0
439.216	-0.447161	0
443.137	1.36441	0
447.059	-0.293593	0
450.98	0.65996	0
454.902	-0.19057	0
458.824	-2.34457	0
462.745	-0.975776	0
466.667	-2.15402	0
470.588	-1.50979	0
474.51	0.546097	0
478.431	-0.86703	0
482.353	0.321116	0
486.275	-0.203851	0
490.196	-2.11762	0
494.118	-0.487539	0
498.039	-1.38992	0
501.961	-0.577551	0
505.882	1.69615	0
509.804	0.42808	0
513.725	1.67733	0
517.647	1.24037	0
521.569	-0.725672	0
525.49	0.826382	0
529.412	-0.16903	0
533.333	0.424215	0
537.255	2.52486	0
541.176	1.02547	0
545.098	1.98414	0
549.02	1.32455	0
552.941	-0.951329	0
556.863	0.324967	0
560.784	-0.889611	0
564.706	-0.568023	0
568.627	1.38247	0
572.549	-0.247632	0
576.471	0.590738	0
580.392	-0.0552639	0
584.314	-2.34764	0
588.235	-1.01108	0
592.157	-2.07482	0
596.078	-1.63784	0
600	0.551495	0
603.922	-0.830058	0
607.843	0.238809	0
611.765	-0.0819961	0
615.686	-2.13005	0
619.608	-0.536479	0
623.529	-1.32004	0
627.451	-0.713345	0
631.373	1.69161	0
635.294	0.462058	0
639.216	1.59108	0
643.137	1.36048	0
647.059	-0.733431	0
650.98	0.77957	0
654.902	-0.0916881	0
658.824	0.298035	0
662.745	2.52747	0
666.667	1.07267	0
670.588	1.90876	0
674.51	1.45556	0
678.431	-0.944207	0
682.353	0.287585	0
686.275	-0.800805	0
