0.668243	0	0.668243	1.66533e-16	0	1.66533e-16
0.668498	-0.0619674	0.671364	1.61057	-7.53885e-17	2.22045e-16
0.669304	-0.128513	0.68153	0.382201	1.10589e-16	1.66533e-16
0.6708	-0.205861	0.701678	1.96447	-4.89263e-17	0
0.673319	-0.304975	0.739167	0.72369	3.89584e-17	2.22045e-16
0.677674	-0.450221	0.813597	-0.591062	3.1152e-16	1.11022e-16
0.686345	-0.713681	0.990157	0.923086	-3.77302e-17	2.22045e-16
0.711879	-1.45715	1.62174	-0.422863	4.64552e-16	2.22045e-16
-3.77701	127.844	127.899	0.965299	4.24509e-17	4.44089e-16
0.615526	1.31886	1.45543	2.40893	-1.91322e-16	0
0.640813	0.598933	0.877133	0.925384	1.99493e-17	6.66134e-16
0.650289	0.340073	0.733843	2.22997	-2.31072e-16	4.44089e-16
0.655957	0.196854	0.684859	0.761446	-1.74267e-16	3.33067e-16
0.660259	0.0993688	0.667694	-0.874942	1.18207e-16	2.22045e-16
0.664033	0.0240207	0.664467	0.385265	9.45424e-17	5.55112e-17
0.667666	-0.0395386	0.668836	-1.19121	-3.93853e-17	4.44089e-16
0.671381	-0.0967268	0.678313	-0.0650419	3.46945e-17	3.33067e-16
0.675338	-0.150829	0.691976	1.2485	-3.83465e-16	2.22045e-16
0.679677	-0.204144	0.709673	-0.376647	-6.67869e-17	1.66533e-16
0.684542	-0.258543	0.73174	0.832321	-4.51382e-16	0
0.690103	-0.315799	0.758928	-0.616555	-4.43083e-17	4.44089e-16
0.696575	-0.37784	0.792452	-2.27284	1.19345e-16	0
0.704245	-0.447024	0.834141	-0.923856	-2.81893e-17	1.11022e-16
0.713524	-0.526494	0.886742	-2.35634	2.04627e-17	0
0.725021	-0.620772	0.95447	-1.104	4.77547e-17	4.44089e-16
0.739689	-0.736812	1.04405	0.467811	-2.45315e-16	3.33067e-16
0.75912	-0.886094	1.1668	-0.923376	-5.46438e-17	2.22045e-16
0.786182	-1.08923	1.34332	0.534339	-1.72092e-16	2.22045e-16
0.826641	-1.38756	1.61513	-0.591128	5.81861e-17	3.33067e-16
0.894061	-1.87821	2.08015	-2.01719	3.39276e-16	4.44089e-16
1.02974	-2.85683	3.03675	-0.394415	-6.20164e-17	2.22045e-16
1.44779	-5.85602	6.03234	-1.56612	3.84321e-16	2.22045e-16
-17.021	126.335	127.476	-0.147289	1.92666e-17	1.66533e-16
-0.113541	5.30763	5.30885	1.64647	-8.62085e-17	0
0.252833	2.67991	2.69181	0.379583	8.71699e-17	1.66533e-16
0.37918	1.77077	1.81091	1.90327	1.52585e-17	2.22045e-16
0.443597	1.30542	1.37873	0.856053	4.26396e-18	2.22045e-16
0.482954	1.01993	1.1285	-0.639219	3.41444e-16	1.11022e-16
0.509724	0.825043	0.969801	0.913105	-2.47198e-17	0
0.529296	0.682154	0.863417	-0.36965	4.22919e-16	3.33067e-16
0.544385	0.571854	0.789539	0.826812	1.46953e-17	5.55112e-16
0.556504	0.483307	0.737077	2.45274	-2.03465e-16	4.44089e-16
0.566567	0.409984	0.699346	0.936461	3.03577e-17	5.55112e-16
0.575158	0.347714	0.672095	2.17879	-2.41481e-16	1.33227e-15
0.58267	0.293704	0.652507	0.905846	-7.01835e-17	1.11022e-16
0.589374	0.246012	0.638658	-0.908793	1.09533e-16	2.22045e-16
0.59547	0.203242	0.629199	0.384242	6.41848e-17	5.55112e-17
0.601104	0.164364	0.62317	-1.1258	6.99023e-17	6.66134e-16
0.606388	0.128598	0.619874	-0.194542	4.16334e-17	1.66533e-16
0.61141	0.0953419	0.618799	1.29689	-3.86067e-16	0
0.61624	0.0641206	0.619567	-0.358394	-1.01481e-16	0
0.620938	0.0345526	0.621899	0.781703	-4.09749e-16	2.22045e-16
0.625551	0.0063264	0.625583	-0.472341	-9.98194e-17	2.22045e-16
0.630123	-0.0208174	0.630467	-2.30666	1.14466e-16	1.33227e-15
0.63469	-0.0470978	0.636435	-0.931856	8.23994e-18	0
0.639286	-0.0727037	0.643407	-2.29573	-2.11707e-17	0
0.643943	-0.0978003	0.651327	-1.24176	1.17144e-16	4.44089e-16
0.64869	-0.122535	0.660162	0.503752	-2.51414e-16	6.66134e-16
0.653558	-0.147042	0.669895	-0.91401	-7.71952e-17	3.33067e-16
0.658574	-0.171445	0.680524	0.469848	-9.92332e-17	2.22045e-16
0.663769	-0.195863	0.692063	-0.459533	2.00222e-17	3.88578e-16
0.669173	-0.220408	0.704537	-2.0607	3.2594e-16	4.44089e-16
0.674818	-0.245192	0.717982	-0.416172	-4.55365e-17	1.11022e-16
0.680738	-0.270328	0.732449	-1.51393	3.23606e-16	0
0.686972	-0.29593	0.748001	-0.293409	-9.70335e-18	1.66533e-16
0.693559	-0.322117	0.764711	1.6731	-7.41552e-17	0
0.700545	-0.349016	0.782672	0.386495	8.80372e-17	1.11022e-16
0.707979	-0.376764	0.801988	1.83441	2.39321e-17	2.22045e-16
0.715919	-0.405508	0.822786	0.987052	4.24279e-17	2.22045e-16
0.724429	-0.435412	0.845211	-0.678102	3.50118e-16	0
0.733582	-0.46666	0.869433	0.893512	-2.1684e-18	2.22045e-16
0.743463	-0.499459	0.895654	-0.308997	3.74346e-16	2.77556e-16
0.75417	-0.534046	0.924109	0.689707	1.46953e-17	4.44089e-16
0.76582	-0.570696	0.955077	2.48704	-1.90455e-16	4.44089e-16
0.778546	-0.609727	0.988889	0.956992	6.85216e-17	6.66134e-16
0.792511	-0.651518	1.02594	2.12015	-2.4495e-16	4.44089e-16
0.807908	-0.696518	1.0667	1.04859	-1.04878e-16	0
0.824972	-0.745268	1.11176	-0.933185	9.39207e-17	2.22045e-16
0.843989	-0.798425	1.16181	0.373684	4.59702e-17	1.11022e-16
0.865313	-0.856802	1.21773	-1.05311	5.77592e-17	4.44089e-16
0.889388	-0.921411	1.28063	-0.322296	6.93889e-18	3.88578e-16
0.916776	-0.993533	1.35188	1.33573	-3.62648e-16	0
0.948202	-1.07482	1.43329	-0.33063	-7.02563e-17	1.66533e-16
0.984615	-1.16742	1.5272	0.723942	-3.81993e-16	0
1.02729	-1.27422	1.63675	-0.329965	-3.04305e-17	1.66533e-16
1.07795	-1.39916	1.76625	-2.33076	1.00697e-16	8.88178e-16
1.13905	-1.54777	1.92173	-0.949246	-4.33681e-19	1.11022e-16
1.21414	-1.72806	2.11195	-2.22798	-4.19874e-17	4.44089e-16
1.30855	-1.95215	2.35014	-1.3774	-3.5512e-17	4.44089e-16
1.43074	-2.23915	2.65722	0.530032	-2.34229e-16	4.44089e-16
1.59495	-2.62125	3.06836	-0.89514	-4.42354e-17	3.33067e-16
1.82709	-3.15707	3.64765	0.398461	-9.57638e-17	2.77556e-16
2.1799	-3.96583	4.52545	-0.330063	3.04305e-17	2.77556e-16
2.77965	-5.33307	6.01399	-2.09436	3.34071e-16	0
4.02314	-8.15593	9.09422	-0.447307	-5.50775e-17	2.77556e-16
8.13686	-17.4684	19.2705	-1.45488	3.33147e-16	0
-49.8412	113.606	124.058	-0.437207	-1.92666e-17	1.11022e-16
-5.43718	13.1983	14.2744	1.68983	-7.80126e-17	0
-2.67872	6.94943	7.44783	0.402759	9.15067e-17	1.66533e-16
-1.68252	4.68474	4.97772	1.75878	-1.24971e-17	2.22045e-16
-1.16932	3.51188	3.70143	1.11553	-9.61383e-18	4.44089e-16
-0.856853	2.7926	2.9211	-0.707092	3.4101e-16	1.11022e-16
-0.646949	2.30496	2.39403	0.864502	6.50521e-18	2.22045e-16
-0.496503	1.95148	2.01365	-0.241804	4.09041e-16	2.77556e-16
